1 0 1	111001011
2 0 2	000011011
2 0 2	011111111
2 0 2	100000011
2 0 2	110010010
2 0 2	111000000
2 0 2	111101101
3 1 2	001101011
3 0 3	000111101
3 0 3	000001100
3 0 3	000010000
3 0 3	000110111
3 0 3	011101000
3 0 3	011110100
3 0 3	000110111
3 0 3	000110010
3 0 3	000010000
3 0 3	011110100
3 0 3	000111101
3 0 3	000110010
3 0 3	001111100
3 1 2	101110001
3 0 3	100010100
3 0 3	100001000
3 0 3	100001000
3 0 3	110000101
3 0 3	110011001
3 0 3	110011001
3 1 2	111011100
3 0 3	001111100
3 0 3	000001100
3 0 3	011101000
3 0 3	100010100
3 0 3	110000101
3 0 3	111001011
3 0 3	111001011
3 0 3	111001011
3 0 3	111001011
3 0 3	111001011
3 0 3	111001011
3 0 3	111001011
3 0 3	111001011
3 0 3	111001011
3 0 3	111100110
3 0 3	111100110
3 0 3	111111010
3 0 3	111111010
4 1 3	011010011
4 1 3	010100001
4 1 3	001000010
4 1 3	001000101
4 1 3	010100110
4 1 3	011011001
4 1 3	010100011
4 1 3	011010011
4 1 3	001000010
4 1 3	010100110
4 1 3	001100000
4 1 3	001001101
4 1 3	011011001
4 1 3	010100011
4 1 3	011010001
4 1 3	001001101
4 1 3	001100000
4 0 4	011110101
4 0 4	010000111
4 0 4	000011011
4 0 4	000110110
4 0 4	011000100
4 0 4	000011011
4 0 4	000000111
4 0 4	000110110
4 0 4	000000111
4 0 4	000011011
4 0 4	011111111
4 0 4	010001101
4 0 4	000010001
4 0 4	000111100
4 0 4	011001110
4 0 4	011111111
4 0 4	011100011
4 0 4	000111100
4 0 4	011100011
4 0 4	011111111
4 0 4	011111111
4 0 4	010001101
4 0 4	000010001
4 0 4	000111100
4 0 4	011111010
4 0 4	010001000
4 0 4	000010100
4 0 4	000111001
4 0 4	000110110
4 0 4	000000111
4 0 4	000011011
4 0 4	000111100
4 0 4	011100011
4 0 4	011111111
4 0 4	011110101
4 0 4	010000111
4 0 4	000011011
4 0 4	000110110
4 0 4	011111010
4 0 4	010001000
4 0 4	000010100
4 0 4	000111001
4 0 4	011000110
4 0 4	001110111
4 1 3	011010001
4 1 3	010100001
4 1 3	001000101
4 0 4	011000100
4 0 4	000111100
4 0 4	000111100
4 0 4	000111001
4 0 4	000111001
4 0 4	011000110
4 0 4	001110111
4 0 4	011000100
4 0 4	000011011
4 0 4	000000111
4 0 4	011001110
4 0 4	011111111
4 0 4	011100011
4 0 4	011000100
4 0 4	000011011
4 0 4	011111111
4 0 4	000011011
4 0 4	011111111
4 0 4	000011011
4 0 4	011111111
4 0 4	000011011
4 0 4	011111111
4 0 4	000011011
4 0 4	011111111
4 0 4	000011011
4 0 4	011111111
4 0 4	000011011
4 0 4	011111111
4 0 4	000011011
4 0 4	011111111
4 0 4	000011011
4 0 4	011111111
4 0 4	000110110
4 0 4	000110110
4 0 4	011001110
4 0 4	011001110
4 0 4	000011011
4 0 4	010001010
4 0 4	011110101
4 0 4	011000100
4 0 4	000011011
4 0 4	011111000
4 0 4	010000111
4 0 4	010001010
4 0 4	011111000
4 0 4	000011011
4 0 4	010001101
4 0 4	011111111
4 0 4	000011100
4 0 4	000011100
4 0 4	011111111
4 0 4	010000000
4 0 4	000010001
4 0 4	010000000
4 0 4	011111111
4 0 4	011001110
4 0 4	000011001
4 0 4	011111010
4 0 4	010000101
4 0 4	000011011
4 0 4	010001010
4 0 4	011110101
4 0 4	011000100
4 0 4	010001010
4 0 4	011111000
4 0 4	000011011
4 0 4	000011100
4 0 4	011111111
4 0 4	010000000
4 0 4	000111001
4 0 4	001110111
4 0 4	010000101
4 0 4	011110111
4 0 4	000010100
4 0 4	000010001
4 0 4	010000000
4 0 4	011111111
4 0 4	011001110
4 0 4	000011001
4 0 4	011111010
4 0 4	010000101
4 0 4	000011001
4 0 4	010001000
4 0 4	011110111
4 0 4	011000110
4 0 4	010000101
4 0 4	011110111
4 0 4	000010100
4 0 4	000111001
4 0 4	001110111
4 0 4	000011001
4 0 4	010001000
4 0 4	011110111
4 0 4	011000110
4 0 4	000011011
4 0 4	011111000
4 0 4	010000111
4 0 4	010001101
4 0 4	011111111
4 0 4	000011100
4 1 3	100101111
4 0 4	010001111
4 0 4	011111111
4 0 4	000011011
4 1 3	100101111
4 0 4	010001111
4 0 4	011111111
4 0 4	000011011
4 1 3	100100101
4 0 4	010000101
4 0 4	011110101
4 0 4	000010001
4 1 3	100101000
4 0 4	010001000
4 0 4	011111000
4 0 4	000011100
4 1 3	101111010
4 1 3	100100101
4 0 4	010000101
4 0 4	011110101
4 0 4	000010001
4 0 4	100001001
4 0 4	100111000
4 0 4	100000011
4 0 4	100111000
4 0 4	100000011
4 0 4	100000110
4 0 4	100001001
4 0 4	100000110
4 1 3	100101000
4 0 4	010001000
4 0 4	011111000
4 0 4	000011100
4 1 3	101100110
4 0 4	011000110
4 1 3	101111010
4 0 4	100110010
4 0 4	100000011
4 0 4	100011111
4 0 4	100011111
4 0 4	100000011
4 0 4	100011111
4 0 4	100000011
4 0 4	100111111
4 1 3	101100110
4 0 4	011000110
4 0 4	100111000
4 0 4	100111000
4 0 4	100110010
4 0 4	100000011
4 0 4	100011111
4 0 4	100111111
4 0 4	100000011
4 0 4	100000011
4 0 4	100000011
4 0 4	100000011
4 0 4	100000011
4 0 4	100000011
4 0 4	100000011
4 0 4	100000011
4 0 4	100000011
4 0 4	100110010
4 0 4	100110010
4 0 4	100000011
4 0 4	100000001
4 0 4	100000110
4 0 4	100001001
4 0 4	100000011
4 0 4	100000011
4 0 4	100000110
4 0 4	100001001
4 0 4	100000011
4 0 4	100000001
4 0 4	100000001
4 0 4	100000001
4 0 4	100001001
4 0 4	100111000
4 0 4	100001001
4 0 4	100111000
4 0 4	100000011
4 0 4	100110010
4 0 4	100001110
4 0 4	100111111
4 0 4	100000011
4 0 4	100110010
4 0 4	100001110
4 0 4	100111111
4 0 4	100111111
4 0 4	100111111
